mean,std,variance,rms,min,max,range,low_freq_ratio,high_freq_ratio,label
-0.008560000000000009,0.28731920645860065,0.0825523264,0.2874466907097732,-0.5,1.89,2.3899999999999997,0.0075367550026840795,0.10162286268545254,1
0.03298000000000001,0.24999063902474428,0.0624953196,0.2521566973133968,-0.36,0.97,1.33,0.0342766861206062,0.053994827571531026,1
-0.0019400000000000012,0.20378527032148328,0.04152843640000001,0.20379450434199645,-0.33,0.51,0.8400000000000001,0.0031680704293377054,0.05136168514774298,1
0.0415,0.1691353008688606,0.02860675,0.1741522322567242,-0.28,0.53,0.81,0.06427731487879791,0.0607829491632702,1
-0.05162,0.13300066014873763,0.017689175600000002,0.14266674454826533,-0.26,0.33,0.5900000000000001,0.09660594192456315,0.06428915314133876,1
-0.036300000000000006,0.15880714719432498,0.02521971,0.16290303864569255,-0.25,0.49,0.74,0.07497315458945722,0.05229942386930878,1
0.021480000000000003,0.28599756922043934,0.0817946096,0.28680306832389363,-0.35,0.8,1.15,0.027132280450143022,0.04343090038124836,1
-0.04274000000000001,0.1644928338864645,0.0270578924,0.16995469984675327,-0.25,0.63,0.88,0.0670168279212448,0.046782268584572975,1
0.04661999999999999,0.21829057606777255,0.0476507756,0.22321335085518518,-0.22,0.88,1.1,0.06280137064100097,0.0529504209222393,1
-0.11276,0.19703599265108904,0.03882318240000001,0.2270198229230214,-0.38,1.07,1.4500000000000002,0.12148531754861391,0.0734406037191755,1
-0.025380000000000007,0.15529216206879212,0.024115655599999997,0.1573524705875316,-0.27,1.11,1.3800000000000001,0.03704674467531302,0.10696444242613164,1
0.06964000000000001,0.19045490384865388,0.036273070399999996,0.20278757358378743,-0.12,1.1,1.2200000000000002,0.0838334416745856,0.11882059667543236,1
0.043660000000000004,0.1711607560160915,0.029296004400000002,0.17664144474046853,-0.21,1.05,1.26,0.05818542947483746,0.0880451096794496,1
0.01356,0.17589919385830055,0.030940526399999998,0.17642108717497462,-0.22,1.13,1.3499999999999999,0.014006590390310596,0.08568212381177448,1
0.0386,0.2220343216712227,0.049299239999999994,0.22536459349241175,-0.3,1.13,1.43,0.035638558035490736,0.07110514737399232,1
-0.02692,0.18609490482009441,0.0346313136,0.18803191218513945,-0.29,0.94,1.23,0.031429699715183945,0.0813051469681553,1
0.007000000000000002,0.21621147055602763,0.0467474,0.21632475586488012,-0.3,1.14,1.44,0.006847767909181243,0.08751379240115921,1
-0.020880000000000003,0.15195270843259095,0.023089625599999997,0.15338057243340827,-0.39,0.64,1.03,0.03211954727662061,0.07258029674904452,1
-0.14622,0.33770210482020985,0.11404271159999999,0.3679986413018396,-0.55,1.21,1.76,0.12489199225530967,0.053893647258134385,1
